district_clean,state_clean,year,CERI_norm,Risk_Category,
kishanganj,bihar,2023,0.63600429,Medium Risk,
lakhisarai,bihar,2017,0.605026055,Medium Risk,
lakhisarai,bihar,2018,0.57208695,Medium Risk,
lakhisarai,bihar,2019,0.62908806,Medium Risk,
lakhisarai,bihar,2020,0.667032759,Medium Risk,
lakhisarai,bihar,2021,0.625064797,Medium Risk,
lakhisarai,bihar,2022,0.643405093,Medium Risk,
lakhisarai,bihar,2023,0.629928649,Medium Risk,
madhepura,bihar,2017,0.669217985,Medium Risk,
madhepura,bihar,2018,0.630035513,Medium Risk,
madhepura,bihar,2019,0.688058995,High Risk,
madhepura,bihar,2020,0.716565131,High Risk,
madhepura,bihar,2021,0.668628671,Medium Risk,
madhepura,bihar,2022,0.705085824,High Risk,
madhepura,bihar,2023,0.676962829,High Risk,
madhubani,bihar,2017,0.619453866,Medium Risk,
madhubani,bihar,2018,0.614785426,Medium Risk,
madhubani,bihar,2019,0.643395569,Medium Risk,
madhubani,bihar,2020,0.668228423,Medium Risk,
madhubani,bihar,2021,0.669390746,Medium Risk,
madhubani,bihar,2022,0.670147479,High Risk,
madhubani,bihar,2023,0.660047857,Medium Risk,
munger,bihar,2017,0.586001267,Medium Risk,
munger,bihar,2018,0.551214958,Medium Risk,
munger,bihar,2019,0.608979262,Medium Risk,
munger,bihar,2020,0.632609416,Medium Risk,
munger,bihar,2021,0.606351223,Medium Risk,
munger,bihar,2022,0.632550108,Medium Risk,
munger,bihar,2023,0.611105645,Medium Risk,
muzaffarpur,bihar,2017,0.604475736,Medium Risk,
muzaffarpur,bihar,2018,0.610172179,Medium Risk,
muzaffarpur,bihar,2019,0.63979113,Medium Risk,
muzaffarpur,bihar,2020,0.66869601,Medium Risk,
muzaffarpur,bihar,2021,0.674182905,High Risk,
muzaffarpur,bihar,2022,0.662632358,Medium Risk,
muzaffarpur,bihar,2023,0.649817948,Medium Risk,
nalanda,bihar,2017,0.588298306,Medium Risk,
nalanda,bihar,2018,0.570488775,Medium Risk,
nalanda,bihar,2019,0.630503048,Medium Risk,
nalanda,bihar,2020,0.656654833,Medium Risk,
nalanda,bihar,2021,0.634008347,Medium Risk,
nalanda,bihar,2022,0.641042353,Medium Risk,
nalanda,bihar,2023,0.634222324,Medium Risk,
nawada,bihar,2017,0.719103431,High Risk,
nawada,bihar,2018,0.719352219,High Risk,
nawada,bihar,2019,0.781521389,High Risk,
nawada,bihar,2020,0.831101187,High Risk,
nawada,bihar,2021,0.815357362,High Risk,
nawada,bihar,2022,0.808100407,High Risk,
nawada,bihar,2023,0.812041774,High Risk,
pashchimchamparan,bihar,2017,0.738000829,High Risk,
pashchimchamparan,bihar,2018,0.751157626,High Risk,
pashchimchamparan,bihar,2019,0.762774268,High Risk,
pashchimchamparan,bihar,2020,0.793051909,High Risk,
pashchimchamparan,bihar,2021,0.792248485,High Risk,
pashchimchamparan,bihar,2022,0.795121185,High Risk,
pashchimchamparan,bihar,2023,0.761536755,High Risk,
patna,bihar,2017,0.579241213,Medium Risk,
patna,bihar,2018,0.562278874,Medium Risk,
patna,bihar,2019,0.608174768,Medium Risk,
patna,bihar,2020,0.624090158,Medium Risk,
patna,bihar,2021,0.60728342,Medium Risk,
patna,bihar,2022,0.601594165,Medium Risk,
patna,bihar,2023,0.61164375,Medium Risk,
purbachamparan,bihar,2017,0.712805749,High Risk,
purbachamparan,bihar,2018,0.717830355,High Risk,
purbachamparan,bihar,2019,0.732578497,High Risk,
purbachamparan,bihar,2020,0.764336086,High Risk,
purbachamparan,bihar,2021,0.767051224,High Risk,
purbachamparan,bihar,2022,0.760554669,High Risk,
purbachamparan,bihar,2023,0.738713422,High Risk,
purnia,bihar,2017,0.64479211,Medium Risk,
purnia,bihar,2018,0.616961433,Medium Risk,
purnia,bihar,2019,0.671299045,High Risk,
purnia,bihar,2020,0.701397434,High Risk,
purnia,bihar,2021,0.661181711,Medium Risk,
purnia,bihar,2022,0.686080133,High Risk,
purnia,bihar,2023,0.666750453,Medium Risk,
rohtas,bihar,2017,0.577404022,Medium Risk,
rohtas,bihar,2018,0.584957939,Medium Risk,
rohtas,bihar,2019,0.629247928,Medium Risk,
rohtas,bihar,2020,0.665338559,Medium Risk,
rohtas,bihar,2021,0.630862697,Medium Risk,
rohtas,bihar,2022,0.629117123,Medium Risk,
rohtas,bihar,2023,0.605240446,Medium Risk,
saharsa,bihar,2017,0.658303972,Medium Risk,
saharsa,bihar,2018,0.626387288,Medium Risk,
saharsa,bihar,2019,0.674884124,High Risk,
saharsa,bihar,2020,0.69719895,High Risk,
saharsa,bihar,2021,0.661799115,Medium Risk,
saharsa,bihar,2022,0.694140769,High Risk,
saharsa,bihar,2023,0.6739089,High Risk,
samastipur,bihar,2017,0.63546783,Medium Risk,
samastipur,bihar,2018,0.625057959,Medium Risk,
samastipur,bihar,2019,0.658284783,Medium Risk,
samastipur,bihar,2020,0.68783255,High Risk,
samastipur,bihar,2021,0.656991321,Medium Risk,
samastipur,bihar,2022,0.663536279,Medium Risk,
samastipur,bihar,2023,0.658626014,Medium Risk,
saran,bihar,2017,0.419720343,Medium Risk,
saran,bihar,2018,0.437432351,Medium Risk,
saran,bihar,2019,0.476275701,Medium Risk,
saran,bihar,2020,0.515740382,Medium Risk,
saran,bihar,2021,0.520204913,Medium Risk,
saran,bihar,2022,0.510638,Medium Risk,
saran,bihar,2023,0.491451649,Medium Risk,
sheikhpura,bihar,2017,0.589728321,Medium Risk,
sheikhpura,bihar,2018,0.579652904,Medium Risk,
sheikhpura,bihar,2019,0.627062504,Medium Risk,
sheikhpura,bihar,2020,0.667656751,Medium Risk,
sheikhpura,bihar,2021,0.631100206,Medium Risk,
sheikhpura,bihar,2022,0.635764414,Medium Risk,
sheikhpura,bihar,2023,0.631305616,Medium Risk,
sheohar,bihar,2017,0.581311141,Medium Risk,
sheohar,bihar,2018,0.5982751,Medium Risk,
sheohar,bihar,2019,0.63102717,Medium Risk,
sheohar,bihar,2020,0.690114869,High Risk,
sheohar,bihar,2021,0.692438123,High Risk,
sheohar,bihar,2022,0.685735821,High Risk,
sheohar,bihar,2023,0.664096224,Medium Risk,
sitamarhi,bihar,2017,0.615613628,Medium Risk,
sitamarhi,bihar,2018,0.618716491,Medium Risk,
sitamarhi,bihar,2019,0.634229425,Medium Risk,
sitamarhi,bihar,2020,0.694535815,High Risk,
sitamarhi,bihar,2021,0.69020155,High Risk,
sitamarhi,bihar,2022,0.694883337,High Risk,
sitamarhi,bihar,2023,0.64743168,Medium Risk,
siwan,bihar,2017,0.56998451,Medium Risk,
siwan,bihar,2018,0.600163269,Medium Risk,
siwan,bihar,2019,0.613008112,Medium Risk,
siwan,bihar,2020,0.646336731,Medium Risk,
siwan,bihar,2021,0.65721421,Medium Risk,
siwan,bihar,2022,0.635729696,Medium Risk,
siwan,bihar,2023,0.615431062,Medium Risk,
supaul,bihar,2017,0.649228805,Medium Risk,
supaul,bihar,2018,0.641223703,Medium Risk,
supaul,bihar,2019,0.678997327,High Risk,
supaul,bihar,2020,0.700521569,High Risk,
supaul,bihar,2021,0.690961482,High Risk,
supaul,bihar,2022,0.733816537,High Risk,
supaul,bihar,2023,0.709787318,High Risk,
vaishali,bihar,2017,0.596570652,Medium Risk,
vaishali,bihar,2018,0.590426076,Medium Risk,
vaishali,bihar,2019,0.625282831,Medium Risk,
vaishali,bihar,2020,0.658704812,Medium Risk,
vaishali,bihar,2021,0.635210547,Medium Risk,
vaishali,bihar,2022,0.644429783,Medium Risk,
vaishali,bihar,2023,0.632198447,Medium Risk,
chandigarh,chandigarh,2017,0.265152976,Low Risk,
chandigarh,chandigarh,2018,0.284734574,Low Risk,
chandigarh,chandigarh,2019,0.274912951,Low Risk,
chandigarh,chandigarh,2020,0.274132597,Low Risk,
chandigarh,chandigarh,2021,0.253282789,Low Risk,
chandigarh,chandigarh,2022,0.261440688,Low Risk,
chandigarh,chandigarh,2023,0.304841533,Low Risk,
bastar,chhattisgarh,2017,0.481103653,Medium Risk,
bastar,chhattisgarh,2018,0.498738683,Medium Risk,
bastar,chhattisgarh,2019,0.511146328,Medium Risk,
bastar,chhattisgarh,2020,0.520863464,Medium Risk,
bastar,chhattisgarh,2021,0.481914268,Medium Risk,
bastar,chhattisgarh,2022,0.484885256,Medium Risk,
bastar,chhattisgarh,2023,0.455410442,Medium Risk,
dhamtari,chhattisgarh,2017,0.432206245,Medium Risk,
dhamtari,chhattisgarh,2018,0.432632681,Medium Risk,
dhamtari,chhattisgarh,2019,0.441304303,Medium Risk,
dhamtari,chhattisgarh,2020,0.464241818,Medium Risk,
dhamtari,chhattisgarh,2021,0.43652864,Medium Risk,
dhamtari,chhattisgarh,2022,0.430199457,Medium Risk,
dhamtari,chhattisgarh,2023,0.429514977,Medium Risk,
durg,chhattisgarh,2017,0.426709339,Medium Risk,
durg,chhattisgarh,2018,0.433959511,Medium Risk,
durg,chhattisgarh,2019,0.432906397,Medium Risk,
durg,chhattisgarh,2020,0.443326116,Medium Risk,
durg,chhattisgarh,2021,0.423906906,Medium Risk,
durg,chhattisgarh,2022,0.443628658,Medium Risk,
durg,chhattisgarh,2023,0.426393952,Medium Risk,
jashpur,chhattisgarh,2017,0.592937347,Medium Risk,
jashpur,chhattisgarh,2018,0.554001501,Medium Risk,
jashpur,chhattisgarh,2019,0.564528632,Medium Risk,
jashpur,chhattisgarh,2020,0.58182507,Medium Risk,
jashpur,chhattisgarh,2021,0.550600034,Medium Risk,
jashpur,chhattisgarh,2022,0.508846233,Medium Risk,
jashpur,chhattisgarh,2023,0.500531855,Medium Risk,
kabeerdham,chhattisgarh,2017,0.471288211,Medium Risk,
kabeerdham,chhattisgarh,2018,0.494274435,Medium Risk,
kabeerdham,chhattisgarh,2019,0.497969703,Medium Risk,
kabeerdham,chhattisgarh,2020,0.513750262,Medium Risk,
kabeerdham,chhattisgarh,2021,0.495516854,Medium Risk,
kabeerdham,chhattisgarh,2022,0.492023547,Medium Risk,
kabeerdham,chhattisgarh,2023,0.483564424,Medium Risk,
korba,chhattisgarh,2017,0.499439855,Medium Risk,
korba,chhattisgarh,2018,0.513738604,Medium Risk,
korba,chhattisgarh,2019,0.489534136,Medium Risk,
korba,chhattisgarh,2020,0.503209813,Medium Risk,
korba,chhattisgarh,2021,0.48365291,Medium Risk,
korba,chhattisgarh,2022,0.457882609,Medium Risk,
korba,chhattisgarh,2023,0.473481085,Medium Risk,
koriya,chhattisgarh,2017,0.488119204,Medium Risk,
koriya,chhattisgarh,2018,0.501801373,Medium Risk,
koriya,chhattisgarh,2019,0.513014916,Medium Risk,
koriya,chhattisgarh,2020,0.531058041,Medium Risk,
koriya,chhattisgarh,2021,0.490192281,Medium Risk,
koriya,chhattisgarh,2022,0.487193155,Medium Risk,
koriya,chhattisgarh,2023,0.451365943,Medium Risk,
mahasamund,chhattisgarh,2017,0.486620153,Medium Risk,
mahasamund,chhattisgarh,2018,0.49176026,Medium Risk,
mahasamund,chhattisgarh,2019,0.490436333,Medium Risk,
mahasamund,chhattisgarh,2020,0.492129053,Medium Risk,
mahasamund,chhattisgarh,2021,0.472008663,Medium Risk,
mahasamund,chhattisgarh,2022,0.46628109,Medium Risk,
mahasamund,chhattisgarh,2023,0.468355307,Medium Risk,
narayanpur,chhattisgarh,2017,0.561935173,Medium Risk,
narayanpur,chhattisgarh,2018,0.566655789,Medium Risk,
narayanpur,chhattisgarh,2019,0.561823396,Medium Risk,
narayanpur,chhattisgarh,2020,0.57801271,Medium Risk,
narayanpur,chhattisgarh,2021,0.532210031,Medium Risk,
narayanpur,chhattisgarh,2022,0.54043688,Medium Risk,
narayanpur,chhattisgarh,2023,0.520437263,Medium Risk,
raigarh,chhattisgarh,2017,0.502734987,Medium Risk,
raigarh,chhattisgarh,2017,0.502742649,Medium Risk,
raigarh,chhattisgarh,2018,0.469227383,Medium Risk,
raigarh,chhattisgarh,2018,0.469235059,Medium Risk,
raigarh,chhattisgarh,2019,0.485793046,Medium Risk,
raigarh,chhattisgarh,2019,0.485800734,Medium Risk,
raigarh,chhattisgarh,2020,0.496672964,Medium Risk,
raigarh,chhattisgarh,2020,0.496680666,Medium Risk,
raigarh,chhattisgarh,2021,0.456833854,Medium Risk,
raigarh,chhattisgarh,2021,0.456841569,Medium Risk,
raigarh,chhattisgarh,2022,0.448659019,Medium Risk,
raigarh,chhattisgarh,2022,0.448666746,Medium Risk,
raigarh,chhattisgarh,2023,0.428418462,Medium Risk,
raigarh,chhattisgarh,2023,0.428426202,Medium Risk,
raipur,chhattisgarh,2017,0.484874128,Medium Risk,
raipur,chhattisgarh,2018,0.479698867,Medium Risk,
raipur,chhattisgarh,2019,0.46724529,Medium Risk,
raipur,chhattisgarh,2020,0.477230961,Medium Risk,
raipur,chhattisgarh,2021,0.452733228,Medium Risk,
raipur,chhattisgarh,2022,0.467298575,Medium Risk,
raipur,chhattisgarh,2023,0.452309653,Medium Risk,
rajnandgaon,chhattisgarh,2017,0.456536101,Medium Risk,
rajnandgaon,chhattisgarh,2018,0.474628118,Medium Risk,
rajnandgaon,chhattisgarh,2019,0.474156311,Medium Risk,
rajnandgaon,chhattisgarh,2020,0.48169958,Medium Risk,
rajnandgaon,chhattisgarh,2021,0.449297382,Medium Risk,
rajnandgaon,chhattisgarh,2022,0.479476676,Medium Risk,
rajnandgaon,chhattisgarh,2023,0.469040048,Medium Risk,
surguja,chhattisgarh,2017,0.581537655,Medium Risk,
surguja,chhattisgarh,2018,0.562313387,Medium Risk,
surguja,chhattisgarh,2019,0.55801558,Medium Risk,
surguja,chhattisgarh,2020,0.570964849,Medium Risk,
surguja,chhattisgarh,2021,0.535306769,Medium Risk,
surguja,chhattisgarh,2022,0.510898376,Medium Risk,
surguja,chhattisgarh,2023,0.494719071,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2017,0.390369057,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2018,0.354208141,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2019,0.389889454,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2020,0.561399002,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2021,0.510923275,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2022,0.517230848,Medium Risk,
dadraandnagarhaveli,dadra and nagar haveli,2023,0.490189459,Medium Risk,
daman,daman and diu,2017,0.111629923,Low Risk,
daman,daman and diu,2018,0.076662913,Low Risk,
daman,daman and diu,2019,0.106274166,Low Risk,
daman,daman and diu,2020,0.141962736,Low Risk,
daman,daman and diu,2021,0.101094829,Low Risk,
daman,daman and diu,2022,0.128025956,Low Risk,
daman,daman and diu,2023,0.09216357,Low Risk,
diu,daman and diu,2017,0.238497502,Low Risk,
diu,daman and diu,2018,0.228903687,Low Risk,
diu,daman and diu,2019,0.261929446,Low Risk,
diu,daman and diu,2020,0.304817688,Low Risk,
diu,daman and diu,2021,0.248842289,Low Risk,
diu,daman and diu,2022,0.254362914,Low Risk,
diu,daman and diu,2023,0.24386663,Low Risk,
northgoa,goa,2017,0.261060782,Low Risk,
northgoa,goa,2018,0.294254457,Low Risk,
northgoa,goa,2019,0.307423802,Low Risk,
northgoa,goa,2020,0.307625021,Low Risk,
northgoa,goa,2021,0.273593874,Low Risk,
northgoa,goa,2022,0.282069475,Low Risk,
northgoa,goa,2023,0.24349273,Low Risk,
southgoa,goa,2017,0.744842227,High Risk,
southgoa,goa,2018,0.772168635,High Risk,
southgoa,goa,2019,0.799877037,High Risk,
southgoa,goa,2020,0.799714391,High Risk,
southgoa,goa,2021,0.804960002,High Risk,
southgoa,goa,2022,0.792649493,High Risk,
southgoa,goa,2023,0.751123068,High Risk,
ahmadabad,gujarat,2017,0.384760543,Medium Risk,
ahmadabad,gujarat,2018,0.338578453,Low Risk,
ahmadabad,gujarat,2019,0.381291191,Medium Risk,
ahmadabad,gujarat,2020,0.361590717,Medium Risk,
ahmadabad,gujarat,2021,0.36474618,Medium Risk,
ahmadabad,gujarat,2022,0.331731981,Low Risk,
ahmadabad,gujarat,2023,0.326918996,Low Risk,
amreli,gujarat,2017,0.540118982,Medium Risk,
amreli,gujarat,2018,0.524582904,Medium Risk,
amreli,gujarat,2019,0.563292672,Medium Risk,
amreli,gujarat,2020,0.574447644,Medium Risk,
amreli,gujarat,2021,0.537589002,Medium Risk,
amreli,gujarat,2022,0.519814922,Medium Risk,
amreli,gujarat,2023,0.498279701,Medium Risk,
anand,gujarat,2017,0.379224272,Medium Risk,
anand,gujarat,2018,0.348430969,Medium Risk,
anand,gujarat,2019,0.397880716,Medium Risk,
anand,gujarat,2020,0.366439781,Medium Risk,
anand,gujarat,2021,0.372395123,Medium Risk,
anand,gujarat,2022,0.362488056,Medium Risk,
anand,gujarat,2023,0.347654663,Medium Risk,
banaskantha,gujarat,2017,0.499529526,Medium Risk,
banaskantha,gujarat,2018,0.467137089,Medium Risk,
banaskantha,gujarat,2019,0.500392283,Medium Risk,
banaskantha,gujarat,2020,0.486603818,Medium Risk,
banaskantha,gujarat,2021,0.474830011,Medium Risk,
banaskantha,gujarat,2022,0.475833377,Medium Risk,
banaskantha,gujarat,2023,0.462297837,Medium Risk,
bharuch,gujarat,2017,0.362698539,Medium Risk,
bharuch,gujarat,2018,0.334192255,Low Risk,
bharuch,gujarat,2019,0.377481232,Medium Risk,
bharuch,gujarat,2020,0.376035326,Medium Risk,
bharuch,gujarat,2021,0.359819429,Medium Risk,
bharuch,gujarat,2022,0.347834023,Medium Risk,
bharuch,gujarat,2023,0.32281059,Low Risk,
bhavnagar,gujarat,2017,0.36047609,Medium Risk,
bhavnagar,gujarat,2018,0.358746076,Medium Risk,
bhavnagar,gujarat,2019,0.392215526,Medium Risk,
bhavnagar,gujarat,2020,0.395114131,Medium Risk,
bhavnagar,gujarat,2021,0.377560872,Medium Risk,
bhavnagar,gujarat,2022,0.34714996,Medium Risk,
bhavnagar,gujarat,2023,0.332779767,Low Risk,
gandhinagar,gujarat,2017,0.352358142,Medium Risk,
gandhinagar,gujarat,2018,0.331503604,Low Risk,
gandhinagar,gujarat,2019,0.380675099,Medium Risk,
gandhinagar,gujarat,2020,0.361052333,Medium Risk,
gandhinagar,gujarat,2021,0.363088425,Medium Risk,
gandhinagar,gujarat,2022,0.350919777,Medium Risk,
gandhinagar,gujarat,2023,0.353005476,Medium Risk,
jamnagar,gujarat,2017,0.350247427,Medium Risk,
jamnagar,gujarat,2018,0.320664482,Low Risk,
jamnagar,gujarat,2019,0.358726379,Medium Risk,
jamnagar,gujarat,2020,0.395043676,Medium Risk,
jamnagar,gujarat,2021,0.3546718,Medium Risk,
jamnagar,gujarat,2022,0.342211933,Medium Risk,
jamnagar,gujarat,2023,0.32394761,Low Risk,
junagadh,gujarat,2017,0.351098113,Medium Risk,
junagadh,gujarat,2018,0.350050543,Medium Risk,
junagadh,gujarat,2019,0.366138102,Medium Risk,
junagadh,gujarat,2020,0.38843459,Medium Risk,
junagadh,gujarat,2021,0.350201028,Medium Risk,
junagadh,gujarat,2022,0.337203431,Low Risk,
junagadh,gujarat,2023,0.320313566,Low Risk,
kachchh,gujarat,2017,0.372963497,Medium Risk,
kachchh,gujarat,2018,0.34030393,Medium Risk,
kachchh,gujarat,2019,0.369107156,Medium Risk,
kachchh,gujarat,2020,0.405417591,Medium Risk,
kachchh,gujarat,2021,0.378537455,Medium Risk,
kachchh,gujarat,2022,0.362762854,Medium Risk,
kachchh,gujarat,2023,0.344370016,Medium Risk,
kheda,gujarat,2017,0.391275175,Medium Risk,
kheda,gujarat,2018,0.368939985,Medium Risk,
kheda,gujarat,2019,0.414015907,Medium Risk,
kheda,gujarat,2020,0.396297121,Medium Risk,
kheda,gujarat,2021,0.395576066,Medium Risk,
kheda,gujarat,2022,0.374587463,Medium Risk,
kheda,gujarat,2023,0.380629679,Medium Risk,
mahesana,gujarat,2017,0.361957431,Medium Risk,
mahesana,gujarat,2018,0.344119511,Medium Risk,
mahesana,gujarat,2019,0.410292742,Medium Risk,
mahesana,gujarat,2020,0.369220126,Medium Risk,
mahesana,gujarat,2021,0.369866522,Medium Risk,
mahesana,gujarat,2022,0.365958992,Medium Risk,
mahesana,gujarat,2023,0.377042709,Medium Risk,
narmada,gujarat,2017,0.496468981,Medium Risk,
narmada,gujarat,2018,0.477218647,Medium Risk,
narmada,gujarat,2019,0.511297675,Medium Risk,
narmada,gujarat,2020,0.500552049,Medium Risk,
narmada,gujarat,2021,0.494775546,Medium Risk,
narmada,gujarat,2022,0.479723311,Medium Risk,
narmada,gujarat,2023,0.471005363,Medium Risk,
navsari,gujarat,2017,0.362904198,Medium Risk,
navsari,gujarat,2018,0.348620362,Medium Risk,
navsari,gujarat,2019,0.357902127,Medium Risk,
navsari,gujarat,2020,0.395533313,Medium Risk,
navsari,gujarat,2021,0.360007934,Medium Risk,
navsari,gujarat,2022,0.359932314,Medium Risk,
navsari,gujarat,2023,0.328788204,Low Risk,
panchmahals,gujarat,2017,0.545017602,Medium Risk,
panchmahals,gujarat,2018,0.51618805,Medium Risk,
panchmahals,gujarat,2019,0.56096093,Medium Risk,
panchmahals,gujarat,2020,0.536063931,Medium Risk,
panchmahals,gujarat,2021,0.517255698,Medium Risk,
panchmahals,gujarat,2022,0.499568204,Medium Risk,
panchmahals,gujarat,2023,0.502293744,Medium Risk,
patan,gujarat,2017,0.383217818,Medium Risk,
patan,gujarat,2018,0.363242491,Medium Risk,
patan,gujarat,2019,0.39264465,Medium Risk,
patan,gujarat,2020,0.395233696,Medium Risk,
patan,gujarat,2021,0.402559688,Medium Risk,
patan,gujarat,2022,0.395735854,Medium Risk,
patan,gujarat,2023,0.373116947,Medium Risk,
porbandar,gujarat,2017,0.311135339,Low Risk,
porbandar,gujarat,2018,0.276159655,Low Risk,
porbandar,gujarat,2019,0.333912165,Low Risk,
porbandar,gujarat,2020,0.361108317,Medium Risk,
porbandar,gujarat,2021,0.315777392,Low Risk,
porbandar,gujarat,2022,0.315985429,Low Risk,
porbandar,gujarat,2023,0.303898234,Low Risk,
