State,District,Year,Crimes Against Children (Cases),Crimes Against Women (Cases),Crimes Against SC Communities (Cases),Crimes Against ST Communities (Cases),Cybercrime Cases,Vulnerability Score
Maharashtra,Buldhana,2023,351,873,89,14,61,0.601895197
Maharashtra,Chandrapur,2020,302,653,31,33,69,0.585921586
Maharashtra,Chandrapur,2021,362,752,26,23,73,0.579451545
Maharashtra,Chandrapur,2022,415,885,42,28,78,0.607691543
Maharashtra,Chandrapur,2023,398,861,50,33,45,0.604821736
Maharashtra,Chhatrapati Sambhajinagar Commr,2020,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Commr,2021,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Commr,2022,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Commr,2023,420,977,27,1,72,0.517960828
Maharashtra,Chhatrapati Sambhajinagar Railway,2020,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Railway,2021,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Railway,2022,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Railway,2023,5,24,2,0,1,0.166158901
Maharashtra,Chhatrapati Sambhajinagar Rural,2020,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Rural,2021,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Rural,2022,,,,,,
Maharashtra,Chhatrapati Sambhajinagar Rural,2023,291,1056,69,25,48,0.605010758
Maharashtra,Dharashiv,2020,,,,,,
Maharashtra,Dharashiv,2021,,,,,,
Maharashtra,Dharashiv,2022,,,,,,
Maharashtra,Dharashiv,2023,210,553,114,32,50,0.605145099
Maharashtra,Dhule,2020,170,488,26,25,29,0.534742293
Maharashtra,Dhule,2021,176,621,25,11,14,0.503368382
Maharashtra,Dhule,2022,203,698,22,18,14,0.51910727
Maharashtra,Dhule,2023,242,706,14,13,9,0.493418202
Maharashtra,Gadchiroli,2020,87,187,10,14,24,0.449079805
Maharashtra,Gadchiroli,2021,121,210,9,9,19,0.440582577
Maharashtra,Gadchiroli,2022,110,174,10,11,13,0.434870816
Maharashtra,Gadchiroli,2023,154,202,8,14,10,0.441912898
Maharashtra,Gondia,2020,104,199,25,7,19,0.45855657
Maharashtra,Gondia,2021,143,310,35,17,26,0.516148815
Maharashtra,Gondia,2022,234,369,31,3,6,0.457461049
Maharashtra,Gondia,2023,215,369,40,28,36,0.554448202
Maharashtra,Hingoli,2020,70,224,68,20,16,0.506207448
Maharashtra,Hingoli,2021,84,317,54,16,12,0.50001319
Maharashtra,Hingoli,2022,94,396,76,18,7,0.511495795
Maharashtra,Hingoli,2023,90,355,68,16,7,0.501334717
Maharashtra,Jalgaon,2020,324,826,57,41,122,0.628981252
Maharashtra,Jalgaon,2021,379,1173,53,30,104,0.626653582
Maharashtra,Jalgaon,2022,438,1322,47,42,98,0.637625327
Maharashtra,Jalgaon,2023,471,1263,59,35,68,0.632707831
Maharashtra,Jalna,2020,271,742,101,19,31,0.590435923
Maharashtra,Jalna,2021,169,1002,86,13,51,0.58035943
Maharashtra,Jalna,2022,208,1124,125,16,121,0.622572214
Maharashtra,Jalna,2023,244,1137,109,15,79,0.612211652
Maharashtra,Kolhapur,2020,286,815,88,3,40,0.54815914
Maharashtra,Kolhapur,2021,419,952,101,0,55,0.531562868
Maharashtra,Kolhapur,2022,518,1069,93,2,55,0.568784311
Maharashtra,Kolhapur,2023,572,1079,100,0,39,0.534947557
Maharashtra,Latur,2020,169,454,89,2,49,0.517855173
Maharashtra,Latur,2021,212,673,87,4,40,0.542501033
Maharashtra,Latur,2022,223,781,98,4,47,0.554002175
Maharashtra,Latur,2023,347,926,130,8,41,0.591738935
Maharashtra,Mira Bhayandar Vasai Virar Commr,2020,576,936,12,7,83,0.544236713
Maharashtra,Mira Bhayandar Vasai Virar Commr,2021,804,1514,14,11,154,0.592184997
Maharashtra,Mira Bhayandar Vasai Virar Commr,2022,986,1764,22,14,217,0.627328192
Maharashtra,Mira Bhayandar Vasai Virar Commr,2023,1016,1556,11,4,184,0.569999527
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Mumbai Commr,2020,2248,4583,36,6,2433,0.711516208
Maharashtra,Mumbai Commr,2021,2762,5543,47,3,2883,0.716238801
Maharashtra,Mumbai Commr,2022,3178,6176,58,2,4724,0.730303671
Maharashtra,Mumbai Commr,2023,3110,6025,52,5,4131,0.743241965
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Mumbai Railway,2020,136,58,0,2,22,0.311416255
Maharashtra,Mumbai Railway,2021,88,56,1,0,32,0.296800333
Maharashtra,Mumbai Railway,2022,302,117,1,0,28,0.341212824
Maharashtra,Mumbai Railway,2023,358,124,1,0,26,0.345277509
Maharashtra,Nagpur Commr,2020,582,920,42,3,243,0.582619736
Maharashtra,Nagpur Commr,2021,936,1156,35,7,192,0.609436795
Maharashtra,Nagpur Commr,2022,766,1260,35,12,211,0.622431809
Maharashtra,Nagpur Commr,2023,802,1556,40,6,309,0.622237313
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Nagpur Railway,2020,4,12,1,0,0,0.120004708
Maharashtra,Nagpur Railway,2021,5,12,0,0,1,0.117386393
Maharashtra,Nagpur Railway,2022,6,10,2,0,0,0.136992171
Maharashtra,Nagpur Railway,2023,10,16,1,0,0,0.145705712
Maharashtra,Nagpur Rural,2020,282,394,53,14,64,0.563542145
Maharashtra,Nagpur Rural,2021,219,371,33,10,49,0.527340669
Maharashtra,Nagpur Rural,2022,285,459,42,23,91,0.581012591
Maharashtra,Nagpur Rural,2023,363,517,51,14,66,0.575455318
Maharashtra,Nanded,2020,249,752,111,24,27,0.595260983
Maharashtra,Nanded,2021,254,772,123,21,15,0.584332285
Maharashtra,Nanded,2022,314,879,106,22,43,0.609988782
Maharashtra,Nanded,2023,353,993,121,28,32,0.620541372
Maharashtra,Nandurbar,2020,96,167,9,10,21,0.434384867
Maharashtra,Nandurbar,2021,120,257,4,7,9,0.403024066
Maharashtra,Nandurbar,2022,153,334,4,5,21,0.422782041
Maharashtra,Nandurbar,2023,132,284,5,6,8,0.407233099
Maharashtra,Nasik Commr,2020,284,477,18,4,103,0.513743692
Maharashtra,Nasik Commr,2021,290,405,8,1,42,0.442923854
Maharashtra,Nasik Commr,2022,404,550,11,12,55,0.526604115
Maharashtra,Nasik Commr,2023,396,702,35,7,96,0.562650589
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Nasik Rural,2020,362,1017,38,44,33,0.599975528
Maharashtra,Nasik Rural,2021,540,1164,40,32,24,0.599223974
Maharashtra,Nasik Rural,2022,600,1498,34,41,26,0.611303628
Maharashtra,Nasik Rural,2023,581,1379,45,37,31,0.617592579
Maharashtra,Navi Mumbai,2020,336,624,29,9,278,0.578361008
Maharashtra,Navi Mumbai,2021,510,942,44,6,173,0.590587857
Maharashtra,Navi Mumbai,2022,583,1033,54,3,198,0.588713997
Maharashtra,Navi Mumbai,2023,653,1048,54,5,400,0.617931596
Maharashtra,Osmanabad,2020,140,364,63,16,43,0.545324342
Maharashtra,Osmanabad,2021,160,491,67,11,41,0.546276625
Maharashtra,Osmanabad,2022,162,496,81,12,39,0.55389352
Maharashtra,Osmanabad,2023,,,,,,
Maharashtra,Palghar,2020,134,207,3,16,24,0.434523008
Maharashtra,Palghar,2021,151,246,5,9,16,0.430609423
Maharashtra,Palghar,2022,251,362,3,20,23,0.468049414
Maharashtra,Palghar,2023,265,359,7,24,20,0.49283892
Maharashtra,Parbhani,2020,161,421,135,19,61,0.586999307
Maharashtra,Parbhani,2021,167,521,100,18,35,0.57101712
Maharashtra,Parbhani,2022,164,551,90,11,32,0.553549677
Maharashtra,Parbhani,2023,225,646,91,8,18,0.545698434
Maharashtra,Pimpri Chinchwad City,2020,432,747,21,0,95,0.490616679
Maharashtra,Pimpri Chinchwad City,2021,640,966,28,3,89,0.553572547
Maharashtra,Pimpri Chinchwad City,2022,772,1508,38,3,214,0.595337837
Maharashtra,Pimpri Chinchwad City,2023,794,1514,30,1,244,0.571652566
Maharashtra,Pune Commr,2020,665,1055,27,1,238,0.555353946
Maharashtra,Pune Commr,2021,835,1616,32,2,225,0.586412272
Maharashtra,Pune Commr,2022,732,2074,61,0,357,0.585839452
Maharashtra,Pune Commr,2023,1234,2550,70,3,487,0.654181554
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Pune Railway,2020,3,4,1,0,1,0.106755233
Maharashtra,Pune Railway,2021,5,6,0,0,0,0.089023759
Maharashtra,Pune Railway,2022,7,8,0,0,0,0.101916868
Maharashtra,Pune Railway,2023,12,10,3,0,0,0.161192672
Maharashtra,Pune Rural,2020,662,1429,161,28,91,0.674130533
Maharashtra,Pune Rural,2021,680,1512,159,41,39,0.669399464
Maharashtra,Pune Rural,2022,880,1844,182,37,58,0.689512306
Maharashtra,Pune Rural,2023,878,1825,212,46,49,0.696660829
Maharashtra,Raigad,2020,136,270,25,11,60,0.506673479
Maharashtra,Raigad,2021,196,318,19,10,49,0.50476025
Maharashtra,Raigad,2022,234,396,20,14,51,0.525436063
Maharashtra,Raigad,2023,253,438,34,26,39,0.557043286
Maharashtra,Ratnagiri,2020,85,180,15,0,48,0.39446648
Maharashtra,Ratnagiri,2021,137,221,15,0,45,0.409580932
Maharashtra,Ratnagiri,2022,134,200,16,3,62,0.455222971
Maharashtra,Ratnagiri,2023,186,302,10,1,70,0.441681491
Maharashtra,Sangli,2020,348,711,98,1,57,0.540173055
Maharashtra,Sangli,2021,259,762,96,2,56,0.545221634
Maharashtra,Sangli,2022,407,836,111,3,41,0.565028413
Maharashtra,Sangli,2023,446,911,142,8,25,0.590460045
Maharashtra,Satara,2020,358,843,110,9,63,0.596934895
Maharashtra,Satara,2021,405,921,117,7,49,0.592377432
Maharashtra,Satara,2022,506,982,136,10,37,0.607559969
Maharashtra,Satara,2023,468,874,112,11,26,0.59256816
Maharashtra,Sindhudurg,2020,52,102,7,1,32,0.360222468
Maharashtra,Sindhudurg,2021,60,132,9,1,22,0.369044477
Maharashtra,Sindhudurg,2022,68,142,9,2,37,0.395780152
Maharashtra,Sindhudurg,2023,65,187,18,0,48,0.394056818
Maharashtra,Solapur Commr,2020,165,369,30,2,27,0.467885568
Maharashtra,Solapur Commr,2021,189,421,21,1,30,0.454034112
Maharashtra,Solapur Commr,2022,186,384,25,3,30,0.476757997
Maharashtra,Solapur Commr,2023,209,474,27,3,18,0.476713718
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Solapur Rural,2020,362,922,191,25,43,0.636133684
Maharashtra,Solapur Rural,2021,427,1141,188,21,48,0.641974259
Maharashtra,Solapur Rural,2022,530,1172,172,34,62,0.663808858
Maharashtra,Solapur Rural,2023,554,1214,160,29,46,0.653040839
Maharashtra,Thane Commr,2020,894,1409,23,4,285,0.594787432
Maharashtra,Thane Commr,2021,1223,2125,42,7,247,0.640597761
Maharashtra,Thane Commr,2022,1452,2341,45,5,389,0.650067729
Maharashtra,Thane Commr,2023,1638,2395,61,7,639,0.681225073
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Maharashtra,Thane Rural,2020,150,232,8,13,7,0.435909635
Maharashtra,Thane Rural,2021,231,366,17,28,11,0.507682742
Maharashtra,Thane Rural,2022,184,348,23,33,13,0.517525919
Maharashtra,Thane Rural,2023,239,414,30,39,12,0.539014239
Maharashtra,Wardha,2020,218,481,35,21,90,0.567253874
Maharashtra,Wardha,2021,216,413,23,18,47,0.533739226
Maharashtra,Wardha,2022,269,504,25,10,54,0.533122303
Maharashtra,Wardha,2023,268,409,14,13,66,0.522362345
Maharashtra,Washim,2020,125,457,52,14,13,0.514884788
Maharashtra,Washim,2021,114,468,42,5,14,0.481594901
Maharashtra,Washim,2022,149,538,53,9,14,0.513178406
Maharashtra,Washim,2023,150,519,36,11,11,0.50161124
Maharashtra,Yavatmal,2020,265,740,59,51,30,0.600536502
Maharashtra,Yavatmal,2021,327,931,72,75,25,0.62441656
Maharashtra,Yavatmal,2022,433,1159,99,67,31,0.647079783
Maharashtra,Yavatmal,2023,318,1168,111,67,48,0.6518231
Manipur,Bishnupur,2020,18,33,0,0,0,0.153824096
Manipur,Bishnupur,2021,16,29,0,0,0,0.148197744
Manipur,Bishnupur,2022,9,20,0,0,0,0.126865278
Manipur,Bishnupur,2023,12,19,0,238,0,0.29092913
Manipur,C I D,2020,3,11,0,0,59,0.175068712
Manipur,C I D,2021,1,30,0,0,54,0.177844899
Manipur,C I D,2022,0,12,0,0,15,0.115485055
Manipur,C I D,2023,0,5,0,0,0,0.041054967
Manipur,Chandel,2020,3,2,0,0,0,0.059553666
Manipur,Chandel,2021,2,2,0,0,0,0.052418979
Manipur,Chandel,2022,2,1,0,0,0,0.04312847
Manipur,Chandel,2023,2,4,0,20,0,0.152335598
Manipur,Churachandpur,2020,8,7,0,0,1,0.116317625
Manipur,Churachandpur,2021,5,9,0,0,0,0.097196328
Manipur,Churachandpur,2022,11,10,0,0,0,0.116570655
Manipur,Churachandpur,2023,1,0,0,675,0,0.205990578
Manipur,Imphal East,2020,15,39,0,0,0,0.153285938
Manipur,Imphal East,2021,23,47,0,0,0,0.167519288
Manipur,Imphal East,2022,20,44,0,0,0,0.162728845
Manipur,Imphal East,2023,12,45,0,409,0,0.325650831
Manipur,Imphal West,2020,32,76,0,2,17,0.277200295
Manipur,Imphal West,2021,27,82,0,0,5,0.220541276
Manipur,Imphal West,2022,33,86,0,1,3,0.238224304
Manipur,Imphal West,2023,24,74,0,514,1,0.373854455
Manipur,Jiribam,2020,4,4,0,0,0,0.076792416
Manipur,Jiribam,2021,2,3,0,0,0,0.059010699
Manipur,Jiribam,2022,2,3,0,0,0,0.059010699
Manipur,Jiribam,2023,1,1,0,0,0,0.033072693
Manipur,Kakching,2020,15,27,0,0,0,0.145113369
Manipur,Kakching,2021,22,21,0,0,1,0.1627663
Manipur,Kakching,2022,10,17,0,0,0,0.12569694
Manipur,Kakching,2023,14,18,0,994,1,0.348806277
Manipur,Kamjong,2020,0,0,0,0,0,0
Manipur,Kamjong,2021,0,0,0,0,0,0
Manipur,Kamjong,2022,0,0,0,0,0,0
Manipur,Kamjong,2023,0,0,0,2,0,0.031831182
Manipur,Kangpokpi,2020,1,2,0,0,0,0.042363202
Manipur,Kangpokpi,2021,0,1,0,0,2,0.03835455
Manipur,Kangpokpi,2022,3,1,0,0,0,0.050263157
Manipur,Kangpokpi,2023,2,2,0,483,1,0.245717102
Manipur,Narcotic,2020,0,0,0,0,0,0
Manipur,Narcotic,2021,0,0,0,0,0,0
Manipur,Narcotic,2022,0,0,0,0,0,0
Manipur,Narcotic,2023,0,0,0,0,0,0
Manipur,Noney,2020,0,2,0,0,0,0.025172738
Manipur,Noney,2021,0,0,0,0,0,0
Manipur,Noney,2022,1,0,0,0,0,0.017190464
Manipur,Noney,2023,1,1,0,0,0,0.033072693
Manipur,Pherzawl,2020,0,0,0,0,0,0
Manipur,Pherzawl,2021,2,3,0,0,0,0.059010699
Manipur,Pherzawl,2022,0,2,0,0,0,0.025172738
Manipur,Pherzawl,2023,0,0,0,0,0,0
Manipur,Senapati,2020,3,4,0,0,0,0.071258322
Manipur,Senapati,2021,3,4,0,0,0,0.071258322
Manipur,Senapati,2022,2,2,0,0,0,0.052418979
Manipur,Senapati,2023,3,3,0,0,0,0.066145387
Manipur,Tamenglong,2020,0,0,0,0,0,0
Manipur,Tamenglong,2021,0,0,0,0,0,0
Manipur,Tamenglong,2022,0,1,0,0,0,0.015882229
Manipur,Tamenglong,2023,1,1,0,0,0,0.033072693
Manipur,Tengnoupal,2020,1,2,0,0,1,0.056541658
Manipur,Tengnoupal,2021,7,7,0,0,0,0.09921808
Manipur,Tengnoupal,2022,5,5,0,0,0,0.085491672
Manipur,Tengnoupal,2023,1,1,0,54,0,0.149181125
Manipur,Thoubal,2020,21,37,0,0,1,0.174186943
Manipur,Thoubal,2021,28,56,0,0,3,0.204507156
Manipur,Thoubal,2022,17,39,0,0,0,0.156207028
Manipur,Thoubal,2023,9,26,0,10,0,0.202100293
Manipur,Ukhrul,2020,1,1,0,0,0,0.033072693
Manipur,Ukhrul,2021,5,8,0,0,2,0.117254501
Manipur,Ukhrul,2022,5,5,0,0,0,0.085491672
Manipur,Ukhrul,2023,2,1,0,0,0,0.04312847
Meghalaya,Cyber Cell,2020,0,1,0,0,18,0.076111282
Meghalaya,Cyber Cell,2021,0,0,0,0,2,0.022472321
Meghalaya,Cyber Cell,2022,0,0,0,0,7,0.042535367
Meghalaya,Cyber Cell,2023,0,0,0,0,5,0.036650777
Meghalaya,Garo Hills East,2020,18,25,0,0,20,0.209953585
Meghalaya,Garo Hills East,2021,14,22,0,0,14,0.194399186
Meghalaya,Garo Hills East,2022,21,31,0,0,10,0.205120243
Meghalaya,Garo Hills East,2023,23,30,0,0,3,0.185858226
Meghalaya,Garo Hills North,2020,7,13,0,0,5,0.148691452
Meghalaya,Garo Hills North,2021,9,16,0,0,6,0.161827465
Meghalaya,Garo Hills North,2022,18,24,0,0,4,0.179699989
Meghalaya,Garo Hills North,2023,10,14,0,0,5,0.158170143
Meghalaya,Garo Hills South,2020,20,23,0,0,2,0.170797721
Meghalaya,Garo Hills South,2021,19,24,0,0,3,0.17640765
Meghalaya,Garo Hills South,2022,18,24,0,0,7,0.189314001
Meghalaya,Garo Hills South,2023,21,23,0,0,3,0.177836036
Meghalaya,Garo Hills South West,2020,22,26,0,0,4,0.186201697
Meghalaya,Garo Hills South West,2021,17,19,0,0,0,0.140324799
Meghalaya,Garo Hills South West,2022,8,10,0,0,3,0.137792879
Meghalaya,Garo Hills South West,2023,27,24,0,0,0,0.15639545
Meghalaya,Garo Hills West,2020,39,62,0,0,2,0.208891264
Meghalaya,Garo Hills West,2021,38,89,0,0,0,0.193963616
Meghalaya,Garo Hills West,2022,83,146,0,0,7,0.266769117
Meghalaya,Garo Hills West,2023,82,80,0,0,10,0.259330235
Meghalaya,Jaintia Hills East,2020,47,50,0,0,0,0.186098857
Meghalaya,Jaintia Hills East,2021,38,55,0,0,10,0.232141657
Meghalaya,Jaintia Hills East,2022,26,43,0,0,0,0.168446667
Meghalaya,Jaintia Hills East,2023,49,56,0,0,0,0.189659803
Meghalaya,Jaintia Hills West,2020,47,51,0,0,0,0.186543787
Meghalaya,Jaintia Hills West,2021,39,48,0,0,3,0.209017434
Meghalaya,Jaintia Hills West,2022,50,53,0,0,4,0.221833421
Meghalaya,Jaintia Hills West,2023,43,54,0,0,5,0.22232182
Meghalaya,Khasi Hills East,2020,104,160,0,0,58,0.315259093
Meghalaya,Khasi Hills East,2021,168,228,0,0,59,0.335479171
Meghalaya,Khasi Hills East,2022,144,201,0,0,17,0.304178537
Meghalaya,Khasi Hills East,2023,129,180,0,0,24,0.305674743
Meghalaya,Khasi Hills Eastern West,2020,,,,,,
Meghalaya,Khasi Hills Eastern West,2021,,,,,,
Meghalaya,Khasi Hills Eastern West,2022,12,16,0,0,1,0.142708754
Meghalaya,Khasi Hills Eastern West,2023,27,26,0,0,1,0.172337331
Meghalaya,Khasi Hills South West,2020,11,18,0,0,3,0.157450639
Meghalaya,Khasi Hills South West,2021,20,23,0,0,2,0.170797721
Meghalaya,Khasi Hills South West,2022,13,15,0,0,5,0.165629891
Meghalaya,Khasi Hills South West,2023,9,10,0,0,4,0.144970326
Meghalaya,Khasi Hills West,2020,44,59,0,0,6,0.228026051
Meghalaya,Khasi Hills West,2021,62,78,0,0,2,0.225342627
Meghalaya,Khasi Hills West,2022,48,62,0,0,2,0.213924318
Meghalaya,Khasi Hills West,2023,44,52,0,0,4,0.218301004
Meghalaya,Ri Bhoi,2020,56,80,0,0,24,0.266803747
Meghalaya,Ri Bhoi,2021,57,83,0,0,6,0.24202962
Meghalaya,Ri Bhoi,2022,55,65,0,0,8,0.24077422
Meghalaya,Ri Bhoi,2023,48,79,0,0,0,0.196925779
Mizoram,Aizawl,2020,44,65,0,0,5,0.227056733
Mizoram,Aizawl,2021,48,78,0,0,4,0.229558913
Mizoram,Aizawl,2022,48,60,0,0,0,0.190712798
Mizoram,Aizawl,2023,42,69,0,0,0,0.190626687
Mizoram,Champhai,2020,22,19,0,0,1,0.160582438
Mizoram,Champhai,2021,7,9,0,0,0,0.104331016
Mizoram,Champhai,2022,10,9,0,0,0,0.112228858
Mizoram,Champhai,2023,18,22,0,0,0,0.144868093
Mizoram,Crime And E O U,2020,,,,,,
Mizoram,Crime And E O U,2021,,,,,,
Mizoram,Crime And E O U,2022,,,,,,
Mizoram,Crime And E O U,2023,0,0,0,0,0,0
Mizoram,Cyber,2020,0,0,0,0,6,0.039803958
Mizoram,Cyber,2021,0,3,0,0,23,0.096772147
Mizoram,Cyber,2022,0,0,0,0,0,0
Mizoram,Cyber,2023,4,0,0,0,31,0.1108073
Mizoram,Hnahthial,2020,2,2,0,0,0,0.052418979
Mizoram,Hnahthial,2021,0,0,0,0,0,0
Mizoram,Hnahthial,2022,2,3,0,0,0,0.059010699
Mizoram,Hnahthial,2023,4,6,0,0,0,0.084502076
Mizoram,Khawzawl,2020,4,9,0,0,0,0.092674645
Mizoram,Khawzawl,2021,6,8,0,0,2,0.12107753
Mizoram,Khawzawl,2022,11,11,0,15,0,0.198897324
Mizoram,Khawzawl,2023,3,3,0,0,0,0.066145387
Mizoram,Kolasib,2020,18,21,0,0,0,0.14384956
Mizoram,Kolasib,2021,15,20,0,0,1,0.152700104
Mizoram,Kolasib,2022,13,11,5,14,0,0.25595782
Mizoram,Kolasib,2023,12,10,0,15,0,0.19888872
Mizoram,Lawngtlai,2020,12,12,0,0,0,0.122383508
Mizoram,Lawngtlai,2021,9,13,0,0,0,0.117574769
Mizoram,Lawngtlai,2022,7,8,0,0,1,0.116095323
Mizoram,Lawngtlai,2023,9,15,0,0,0,0.120634402
Mizoram,Lunglei,2020,14,17,0,0,0,0.133388967
Mizoram,Lunglei,2021,10,13,0,0,0,0.119938519
Mizoram,Lunglei,2022,12,11,0,0,0,0.120549472
Mizoram,Lunglei,2023,17,19,0,0,0,0.140324799
Mizoram,Mamit,2020,16,18,0,0,0,0.137731942
Mizoram,Mamit,2021,18,22,0,0,0,0.144868093
Mizoram,Mamit,2022,13,12,0,0,0,0.12422143
Mizoram,Mamit,2023,11,14,0,0,0,0.123677301
Mizoram,Saiha,2020,3,4,0,0,0,0.071258322
Mizoram,Saiha,2021,1,2,0,0,0,0.042363202
Mizoram,Saiha,2022,4,6,0,0,0,0.084502076
Mizoram,Saiha,2023,3,5,0,0,0,0.075435895
Mizoram,Saitual,2020,0,0,0,0,0,0
Mizoram,Saitual,2021,1,0,0,0,0,0.017190464
Mizoram,Saitual,2022,4,4,0,0,0,0.076792416
Mizoram,Saitual,2023,16,15,0,6,0,0.190175081
Mizoram,Serchhip,2020,7,5,0,0,1,0.106804815
Mizoram,Serchhip,2021,7,8,0,0,0,0.101916868
Mizoram,Serchhip,2022,11,12,0,0,0,0.120398401
Mizoram,Serchhip,2023,7,6,0,0,0,0.096158447
Mizoram,Spl Narcotic,2020,0,0,0,0,0,0
Mizoram,Spl Narcotic,2021,0,0,0,0,0,0
Mizoram,Spl Narcotic,2022,0,0,0,0,0,0
Mizoram,Spl Narcotic,2023,0,0,0,0,0,0
Nagaland,Crime,2020,,,,,,
Nagaland,Crime,2021,,,,,,
Nagaland,Crime,2022,,,,,,
Nagaland,Crime,2023,0,0,0,0,0,0
Nagaland,Cyber Security,2020,,,,,,
Nagaland,Cyber Security,2021,,,,,,
Nagaland,Cyber Security,2022,,,,,,
Nagaland,Cyber Security,2023,1,5,0,0,1,0.072423887
Nagaland,Dimapur,2020,14,19,0,0,0,0.135803115
Nagaland,Dimapur,2021,28,25,0,0,0,0.158164409
Nagaland,Dimapur,2022,,,,,,
Nagaland,Dimapur,2023,9,17,0,0,0,0.12333319
Nagaland,Kiphire,2020,1,1,0,0,0,0.033072693
Nagaland,Kiphire,2021,0,0,0,0,0,0
Nagaland,Kiphire,2022,,,,,,
Nagaland,Kiphire,2023,2,1,0,0,0,0.04312847
Nagaland,Kohima,2020,5,4,0,0,0,0.081314099
Nagaland,Kohima,2021,4,5,0,0,0,0.080969988
Nagaland,Kohima,2022,,,,,,
Nagaland,Kohima,2023,5,9,0,0,0,0.097196328
Nagaland,Longleng,2020,0,0,0,0,0,0
Nagaland,Longleng,2021,0,1,0,0,0,0.015882229
Nagaland,Longleng,2022,,,,,,
Nagaland,Longleng,2023,1,4,0,0,0,0.054067858
Nagaland,Mokokchung,2020,2,2,0,0,1,0.066597434
Nagaland,Mokokchung,2021,2,3,0,0,2,0.08148302
Nagaland,Mokokchung,2022,,,,,,
Nagaland,Mokokchung,2023,1,2,0,0,0,0.042363202
Nagaland,Mon,2020,2,4,0,0,6,0.103927593
Nagaland,Mon,2021,4,8,0,0,5,0.126911274
Nagaland,Mon,2022,,,,,,
Nagaland,Mon,2023,2,2,0,0,0,0.052418979
Nagaland,Narcotics,2020,,,,,,
Nagaland,Narcotics,2021,,,,,,
Nagaland,Narcotics,2022,,,,,,
Nagaland,Narcotics,2023,0,0,0,0,0,0
Nagaland,Noklak,2020,,,,,,
Nagaland,Noklak,2021,,,,,,
Nagaland,Noklak,2022,,,,,,
Nagaland,Noklak,2023,0,0,0,0,0,0
Nagaland,Peren,2020,0,0,0,0,1,0.014178456
Nagaland,Peren,2021,0,0,0,0,0,0
Nagaland,Peren,2022,,,,,,
Nagaland,Peren,2023,0,3,0,0,0,0.031764459
Nagaland,Phek,2020,1,2,0,0,0,0.042363202
Nagaland,Phek,2021,2,2,0,0,0,0.052418979
Nagaland,Phek,2022,,,,,,
Nagaland,Phek,2023,2,2,0,0,0,0.052418979
Nagaland,Shamator,2020,,,,,,
Nagaland,Shamator,2021,,,,,,
Nagaland,Shamator,2022,,,,,,
Nagaland,Shamator,2023,0,0,0,0,0,0
Nagaland,Tseminyu,2020,,,,,,
Nagaland,Tseminyu,2021,,,,,,
Nagaland,Tseminyu,2022,,,,,,
Nagaland,Tseminyu,2023,0,1,0,0,0,0.015882229
Nagaland,Tuensang,2020,0,1,0,0,0,0.015882229
Nagaland,Tuensang,2021,6,7,0,0,1,0.110084877
Nagaland,Tuensang,2022,,,,,,
Nagaland,Tuensang,2023,1,4,0,0,0,0.054067858
Nagaland,Wokha,2020,3,2,0,0,0,0.059553666
Nagaland,Wokha,2021,2,2,0,0,0,0.052418979
Nagaland,Wokha,2022,,,,,,
Nagaland,Wokha,2023,0,2,0,0,0,0.025172738
Nagaland,Zunheboto,2020,3,4,0,0,0,0.071258322
Nagaland,Zunheboto,2021,3,1,0,0,0,0.050263157
Nagaland,Zunheboto,2022,,,,,,
Nagaland,Zunheboto,2023,2,4,0,0,1,0.078302091
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Nagaland,Dimapur,2020,,,,,,
Nagaland,Dimapur,2021,,,,,,
Nagaland,Dimapur,2022,13,13,0,0,2,0.148391802
Nagaland,Dimapur,2023,,,,,,
Nagaland,Kiphire,2020,,,,,,
Nagaland,Kiphire,2021,,,,,,
Nagaland,Kiphire,2022,1,1,0,0,0,0.033072693
Nagaland,Kiphire,2023,,,,,,
Nagaland,Kohima,2020,,,,,,
Nagaland,Kohima,2021,,,,,,
Nagaland,Kohima,2022,5,10,0,0,0,0.099380191
Nagaland,Kohima,2023,,,,,,
Nagaland,Longleng,2020,,,,,,
Nagaland,Longleng,2021,,,,,,
Nagaland,Longleng,2022,0,2,0,0,0,0.025172738
Nagaland,Longleng,2023,,,,,,
Nagaland,Mokokchung,2020,,,,,,
Nagaland,Mokokchung,2021,,,,,,
