State,District,Year,Crimes Against Children (Cases),Crimes Against Women (Cases),Crimes Against SC Communities (Cases),Crimes Against ST Communities (Cases),Cybercrime Cases,Vulnerability Score
Jammu And Kashmir,Srinagar,2022,108,446,0,0,1,0.270355912
Jammu And Kashmir,Srinagar,2023,117,399,0,0,1,0.269777989
Jammu And Kashmir,Udhampur,2020,26,110,3,0,7,0.27482147
Jammu And Kashmir,Udhampur,2021,44,145,6,0,0,0.268446414
Jammu And Kashmir,Udhampur,2022,52,145,4,0,5,0.298806748
Jammu And Kashmir,Udhampur,2023,52,119,3,0,10,0.299848738
Jharkhand,Bokaro,2020,207,681,17,5,40,0.498656122
Jharkhand,Bokaro,2021,108,546,70,0,0,0.391906516
Jharkhand,Bokaro,2022,127,448,89,6,20,0.517318104
Jharkhand,Bokaro,2023,81,337,54,10,0,0.435440212
Jharkhand,Chaibasa,2020,64,188,6,7,22,0.407867876
Jharkhand,Chaibasa,2021,98,194,2,6,0,0.324952814
Jharkhand,Chaibasa,2022,40,139,6,5,16,0.375044514
Jharkhand,Chaibasa,2023,67,176,3,4,13,0.366499696
Jharkhand,Chatra,2020,65,206,19,1,29,0.407887863
Jharkhand,Chatra,2021,59,204,14,0,17,0.365921422
Jharkhand,Chatra,2022,39,171,25,1,15,0.386435228
Jharkhand,Chatra,2023,73,219,17,0,28,0.38810375
Jharkhand,Deoghar,2020,71,708,84,6,95,0.542846589
Jharkhand,Deoghar,2021,114,398,23,4,119,0.497208699
Jharkhand,Deoghar,2022,52,469,61,7,97,0.520414843
Jharkhand,Deoghar,2023,120,368,27,9,99,0.517773892
Jharkhand,Dhanbad,2020,180,682,76,16,76,0.583009858
Jharkhand,Dhanbad,2021,168,623,87,18,70,0.584908604
Jharkhand,Dhanbad,2022,146,594,63,9,47,0.54396013
Jharkhand,Dhanbad,2023,12,500,35,11,102,0.483071424
Jharkhand,Dhanbad Railway,2020,2,2,1,0,0,0.073737434
Jharkhand,Dhanbad Railway,2021,2,2,0,0,1,0.066597434
Jharkhand,Dhanbad Railway,2022,3,2,0,0,0,0.059553666
Jharkhand,Dhanbad Railway,2023,4,5,0,0,0,0.080969988
Jharkhand,Dumka,2020,58,218,14,12,35,0.455513556
Jharkhand,Dumka,2021,75,249,11,9,30,0.447302978
Jharkhand,Dumka,2022,67,214,14,20,24,0.46504843
Jharkhand,Dumka,2023,39,141,17,0,15,0.350650517
Jharkhand,Garhwa,2020,136,572,43,3,23,0.489098479
Jharkhand,Garhwa,2021,162,554,38,9,17,0.509630696
Jharkhand,Garhwa,2022,137,400,55,14,18,0.522035657
Jharkhand,Garhwa,2023,169,487,68,21,26,0.556411985
Jharkhand,Giridih,2020,12,372,69,6,61,0.4707636
Jharkhand,Giridih,2021,66,472,51,9,33,0.505775567
Jharkhand,Giridih,2022,216,588,74,7,57,0.555670541
Jharkhand,Giridih,2023,46,421,59,9,65,0.51233749
Jharkhand,Godda,2020,73,282,40,21,16,0.49782719
Jharkhand,Godda,2021,41,544,21,12,15,0.46316652
Jharkhand,Godda,2022,82,508,22,14,25,0.493938645
Jharkhand,Godda,2023,99,393,27,11,29,0.495203546
Jharkhand,Gumla,2020,171,197,1,28,28,0.436593248
Jharkhand,Gumla,2021,156,190,3,9,23,0.420104053
Jharkhand,Gumla,2022,177,268,0,9,17,0.382542317
Jharkhand,Gumla,2023,131,231,5,5,20,0.415196765
Jharkhand,Hazaribagh,2020,123,459,74,7,75,0.541656435
Jharkhand,Hazaribagh,2021,154,595,75,9,95,0.564776741
Jharkhand,Hazaribagh,2022,101,457,81,13,46,0.545841048
Jharkhand,Hazaribagh,2023,119,590,89,30,50,0.583279387
Jharkhand,Jamshedpur,2020,36,557,9,21,64,0.480230391
Jharkhand,Jamshedpur,2021,46,673,13,20,76,0.502957234
Jharkhand,Jamshedpur,2022,25,497,19,29,115,0.511026214
Jharkhand,Jamshedpur,2023,33,430,11,28,107,0.496213607
Jharkhand,Jamshedpur Railway,2020,1,3,0,0,0,0.048954923
Jharkhand,Jamshedpur Railway,2021,3,3,0,0,0,0.066145387
Jharkhand,Jamshedpur Railway,2022,3,5,0,0,1,0.089614351
Jharkhand,Jamshedpur Railway,2023,1,4,0,0,3,0.08242477
Jharkhand,Jamtara,2020,36,127,8,0,62,0.353055028
Jharkhand,Jamtara,2021,29,156,3,0,76,0.331696831
Jharkhand,Jamtara,2022,43,151,8,3,84,0.407583058
Jharkhand,Jamtara,2023,13,114,8,4,75,0.376967546
Jharkhand,Khunti,2020,12,87,0,5,12,0.270583392
Jharkhand,Khunti,2021,20,70,0,4,12,0.272276027
Jharkhand,Khunti,2022,33,86,0,0,10,0.238833551
Jharkhand,Khunti,2023,14,89,0,3,4,0.243354196
Jharkhand,Koderma,2020,46,100,36,0,13,0.366273111
Jharkhand,Koderma,2021,54,179,38,0,19,0.39232646
Jharkhand,Koderma,2022,62,210,25,0,26,0.393003557
Jharkhand,Koderma,2023,40,169,25,0,17,0.36910566
Jharkhand,Latehar,2020,18,171,6,6,41,0.383653469
Jharkhand,Latehar,2021,70,212,4,9,39,0.420233157
Jharkhand,Latehar,2022,28,183,13,15,32,0.436023485
Jharkhand,Latehar,2023,43,213,15,13,40,0.454501571
Jharkhand,Lohardaga,2020,30,106,0,13,12,0.321165
Jharkhand,Lohardaga,2021,20,87,0,0,0,0.178096149
Jharkhand,Lohardaga,2022,19,152,0,18,10,0.323920991
Jharkhand,Lohardaga,2023,29,143,0,19,6,0.324828394
Jharkhand,Pakur,2020,6,129,4,13,31,0.356646809
Jharkhand,Pakur,2021,62,182,7,6,12,0.39492095
Jharkhand,Pakur,2022,46,266,9,11,14,0.421717491
Jharkhand,Pakur,2023,18,170,6,12,20,0.387277444
Jharkhand,Palamu,2020,160,409,61,18,41,0.552572501
Jharkhand,Palamu,2021,140,541,40,2,34,0.485748199
Jharkhand,Palamu,2022,129,549,70,9,38,0.538055291
Jharkhand,Palamu,2023,143,502,63,10,25,0.529820348
Jharkhand,Ramgarh,2020,62,222,19,14,69,0.484151513
Jharkhand,Ramgarh,2021,24,137,15,12,50,0.432746127
Jharkhand,Ramgarh,2022,38,171,5,6,25,0.386937321
Jharkhand,Ramgarh,2023,39,133,11,3,22,0.384441126
Jharkhand,Ranchi,2020,81,576,38,115,290,0.621423843
Jharkhand,Ranchi,2021,38,600,29,101,160,0.580023211
Jharkhand,Ranchi,2022,129,609,29,83,177,0.606650839
Jharkhand,Ranchi,2023,157,672,39,92,248,0.632403703
Jharkhand,Sahibganj,2020,53,371,36,17,15,0.486066987
Jharkhand,Sahibganj,2021,78,440,0,0,17,0.307007598
Jharkhand,Sahibganj,2022,84,296,0,0,20,0.302918382
Jharkhand,Sahibganj,2023,84,290,9,8,19,0.435933475
Jharkhand,Saraikela-Kharsawan,2020,66,141,3,6,47,0.396036646
Jharkhand,Saraikela-Kharsawan,2021,68,183,2,5,32,0.381724397
Jharkhand,Saraikela-Kharsawan,2022,37,134,5,2,17,0.348671602
Jharkhand,Saraikela-Kharsawan,2023,28,119,14,0,34,0.349221951
Jharkhand,Simdega,2020,26,64,2,7,7,0.313961386
Jharkhand,Simdega,2021,12,76,0,6,6,0.259327556
Jharkhand,Simdega,2022,54,111,1,2,16,0.318603775
Jharkhand,Simdega,2023,24,73,2,6,12,0.321086259
Karnataka,Bagalkot,2020,76,256,35,5,6,0.436809325
Karnataka,Bagalkot,2021,124,279,61,10,20,0.507543338
Karnataka,Bagalkot,2022,123,318,58,17,21,0.524027233
Karnataka,Bagalkot,2023,133,347,37,9,50,0.514581132
Karnataka,Ballari,2020,189,453,36,18,52,0.547897306
Karnataka,Ballari,2021,230,445,39,18,59,0.557271136
Karnataka,Ballari,2022,102,273,20,16,44,0.497151761
Karnataka,Ballari,2023,153,331,19,10,76,0.508400508
Karnataka,Belagavi City,2020,74,116,11,2,38,0.399388876
Karnataka,Belagavi City,2021,107,194,14,6,25,0.443255644
Karnataka,Belagavi City,2022,114,205,17,13,109,0.501265502
Karnataka,Belagavi City,2023,126,198,13,5,83,0.465139891
Karnataka,Belagavi District,2020,169,486,64,17,18,0.541526116
Karnataka,Belagavi District,2021,209,627,57,16,25,0.553848333
Karnataka,Belagavi District,2022,264,671,78,23,30,0.58426219
Karnataka,Belagavi District,2023,226,677,70,25,84,0.600295043
Karnataka,Bengaluru City,2020,1103,2730,133,13,8892,0.768170817
Karnataka,Bengaluru City,2021,1342,3127,166,12,6423,0.77411216
Karnataka,Bengaluru City,2022,1578,3924,231,16,9940,0.8101425
Karnataka,Bengaluru City,2023,1982,4870,285,16,17631,0.838897903
Karnataka,Bengaluru District,2020,227,356,68,9,56,0.548969582
Karnataka,Bengaluru District,2021,298,376,60,11,85,0.566847532
Karnataka,Bengaluru District,2022,376,709,88,4,239,0.594346508
Karnataka,Bengaluru District,2023,409,797,88,11,768,0.648289746
Karnataka,Bidar,2020,137,220,18,7,12,0.449163578
Karnataka,Bidar,2021,129,196,19,6,6,0.430094504
Karnataka,Bidar,2022,144,283,37,15,19,0.506351052
Karnataka,Bidar,2023,120,302,35,8,38,0.498674466
Karnataka,Chamarajanagar,2020,87,222,16,7,13,0.436306832
Karnataka,Chamarajanagar,2021,94,272,16,7,10,0.4379074
Karnataka,Chamarajanagar,2022,116,270,21,4,20,0.45044361
Karnataka,Chamarajanagar,2023,142,359,32,15,42,0.52275877
Karnataka,Chikkaballapura,2020,161,277,50,16,32,0.529660869
Karnataka,Chikkaballapura,2021,310,365,55,18,47,0.565900713
Karnataka,Chikkaballapura,2022,248,410,62,18,96,0.581056528
Karnataka,Chikkaballapura,2023,314,406,55,20,262,0.60634371
Karnataka,Chikkamagaluru,2020,162,301,56,8,31,0.516075124
Karnataka,Chikkamagaluru,2021,219,415,83,13,68,0.571295358
Karnataka,Chikkamagaluru,2022,219,448,97,10,69,0.571092458
Karnataka,Chikkamagaluru,2023,201,489,75,9,98,0.56748722
Karnataka,Chitradurga,2020,144,409,23,6,40,0.491362374
Karnataka,Chitradurga,2021,201,479,35,13,22,0.523925444
Karnataka,Chitradurga,2022,210,641,52,13,50,0.559854436
Karnataka,Chitradurga,2023,255,703,36,16,58,0.56431436
Karnataka,Dakshina Kannada,2020,161,149,24,8,25,0.470292362
Karnataka,Dakshina Kannada,2021,164,189,38,8,58,0.506602445
Karnataka,Dakshina Kannada,2022,162,189,31,15,29,0.503051593
Karnataka,Dakshina Kannada,2023,186,225,26,23,50,0.52781048
Karnataka,Davanagere,2020,122,379,27,10,68,0.514024874
Karnataka,Davanagere,2021,203,424,35,22,71,0.559107963
Karnataka,Davanagere,2022,239,574,52,15,91,0.576459562
Karnataka,Davanagere,2023,229,629,65,26,95,0.600275056
Karnataka,Dharwad,2020,36,66,17,2,5,0.343274256
Karnataka,Dharwad,2021,57,100,27,11,3,0.409288604
Karnataka,Dharwad,2022,79,133,28,13,12,0.453397317
Karnataka,Dharwad,2023,88,153,27,10,46,0.477451098
Karnataka,Gadag,2020,59,97,13,8,15,0.408141639
Karnataka,Gadag,2021,58,133,19,10,15,0.431677858
Karnataka,Gadag,2022,72,137,35,10,16,0.456950489
Karnataka,Gadag,2023,96,206,26,14,65,0.501175337
Karnataka,Hassan,2020,173,605,95,6,47,0.550698012
Karnataka,Hassan,2021,252,578,118,7,46,0.568981317
Karnataka,Hassan,2022,257,650,101,6,43,0.562193078
Karnataka,Hassan,2023,274,741,80,3,111,0.562580773
Karnataka,Haveri,2020,151,228,33,16,35,0.512947164
Karnataka,Haveri,2021,209,222,33,20,65,0.538876125
Karnataka,Haveri,2022,146,338,42,23,118,0.562776442
Karnataka,Haveri,2023,156,321,33,27,107,0.558489429
Karnataka,Hubballi Dharwad City,2020,59,152,23,0,118,0.412307873
Karnataka,Hubballi Dharwad City,2021,72,187,16,8,169,0.482244146
Karnataka,Hubballi Dharwad City,2022,86,217,44,3,343,0.510848997
Karnataka,Hubballi Dharwad City,2023,118,265,26,10,465,0.542984879
Karnataka,K. G. F.,2020,42,68,9,9,14,0.383224122
Karnataka,K. G. F.,2021,34,68,14,2,53,0.381907211
Karnataka,K. G. F.,2022,56,120,21,3,55,0.427731054
Karnataka,K. G. F.,2023,80,144,19,5,122,0.465503311
Karnataka,K. Railways,2020,10,11,0,0,1,0.130584887
Karnataka,K. Railways,2021,5,7,2,0,0,0.125872344
Karnataka,K. Railways,2022,12,9,0,0,0,0.116371899
Karnataka,K. Railways,2023,10,20,0,0,1,0.143407483
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Karnataka,Kalaburgi,2020,94,367,49,8,13,0.486275102
Karnataka,Kalaburgi,2021,119,308,70,5,6,0.472923412
Karnataka,Kalaburgi,2022,134,334,61,4,20,0.490716539
Karnataka,Kalaburgi,2023,183,343,50,4,27,0.498881441
Karnataka,Kalaburgi City,2020,44,145,15,1,12,0.366421525
Karnataka,Kalaburgi City,2021,74,289,39,1,12,0.42299652
Karnataka,Kalaburgi City,2022,87,186,42,3,18,0.446977247
Karnataka,Kalaburgi City,2023,77,294,41,1,33,0.445527343
Karnataka,Kodagu,2020,100,184,17,9,71,0.477164317
Karnataka,Kodagu,2021,106,152,24,4,41,0.453238854
Karnataka,Kodagu,2022,129,186,24,9,28,0.475172854
Karnataka,Kodagu,2023,116,219,32,11,105,0.516617968
Karnataka,Kolar,2020,101,168,40,2,15,0.435004287
Karnataka,Kolar,2021,123,225,54,2,36,0.472690579
Karnataka,Kolar,2022,152,333,67,8,55,0.533686768
Karnataka,Kolar,2023,241,367,55,7,65,0.541255826
Karnataka,Koppal,2020,103,254,22,11,11,0.461414066
Karnataka,Koppal,2021,79,206,30,18,15,0.478508381
Karnataka,Koppal,2022,152,330,29,26,22,0.521941035
Karnataka,Koppal,2023,134,261,17,17,18,0.482113423
Karnataka,Mandya,2020,164,487,72,5,68,0.538951876
Karnataka,Mandya,2021,293,576,52,2,31,0.511468643
Karnataka,Mandya,2022,275,610,60,4,56,0.542147151
Karnataka,Mandya,2023,270,694,68,6,47,0.554669169
Karnataka,Mangaluru City,2020,87,160,14,1,73,0.4188845
Karnataka,Mangaluru City,2021,142,202,17,6,107,0.485875146
Karnataka,Mangaluru City,2022,148,237,17,3,68,0.465160443
Karnataka,Mangaluru City,2023,171,270,33,4,241,0.523389419
Karnataka,Mysuru City,2020,96,247,23,3,194,0.485556925
Karnataka,Mysuru City,2021,146,240,14,6,110,0.485444008
Karnataka,Mysuru City,2022,136,375,17,4,274,0.508304711
Karnataka,Mysuru City,2023,149,458,20,4,234,0.516649089
Karnataka,Mysuru District,2020,197,387,27,11,21,0.505448862
Karnataka,Mysuru District,2021,289,470,35,6,48,0.527847519
Karnataka,Mysuru District,2022,306,596,42,9,54,0.552854016
Karnataka,Mysuru District,2023,240,620,66,10,40,0.558146758
Karnataka,Raichur,2020,174,403,47,26,31,0.551050071
Karnataka,Raichur,2021,123,499,50,27,21,0.542644961
Karnataka,Raichur,2022,141,515,60,30,25,0.558601292
Karnataka,Raichur,2023,143,514,47,34,29,0.557975789
Karnataka,Ramanagara,2020,131,358,29,4,186,0.514144698
Karnataka,Ramanagara,2021,256,394,48,6,82,0.541081821
Karnataka,Ramanagara,2022,239,605,68,6,239,0.58143791
Karnataka,Ramanagara,2023,262,594,93,1,159,0.548205798
Karnataka,Shimoga,2020,235,587,70,8,201,0.58496468
Karnataka,Shimoga,2021,256,708,85,10,90,0.586764531
Karnataka,Shimoga,2022,355,816,102,20,25,0.59675233
Karnataka,Shimoga,2023,367,905,92,15,54,0.604249429
Karnataka,Tumakuru,2020,213,336,75,12,210,0.583422453
Karnataka,Tumakuru,2021,499,460,70,19,148,0.614919936
Karnataka,Tumakuru,2022,473,712,84,26,154,0.638625615
Karnataka,Tumakuru,2023,574,890,81,17,252,0.645691919
Karnataka,Udupi,2020,73,212,33,7,50,0.478720614
Karnataka,Udupi,2021,96,184,31,7,44,0.477778681
Karnataka,Udupi,2022,110,231,44,15,54,0.520982951
Karnataka,Udupi,2023,105,236,35,11,129,0.522725709
Karnataka,Uttara Kannada,2020,151,231,12,3,48,0.448059544
Karnataka,Uttara Kannada,2021,118,250,29,5,44,0.479518742
Karnataka,Uttara Kannada,2022,206,334,16,6,48,0.488602113
Karnataka,Uttara Kannada,2023,165,401,31,3,80,0.500826373
Karnataka,Vijayanagara,2020,,,,,,
Karnataka,Vijayanagara,2021,,,,,,
Karnataka,Vijayanagara,2022,101,257,18,15,5,0.449481222
Karnataka,Vijayanagara,2023,190,387,26,12,14,0.497922653
Karnataka,Vijayapura,2020,98,328,72,3,9,0.46599181
Karnataka,Vijayapura,2021,136,338,74,7,24,0.514392067
Karnataka,Vijayapura,2022,156,404,71,3,59,0.518416595
Karnataka,Vijayapura,2023,168,476,67,3,93,0.531417902
Karnataka,Yadgir,2020,68,245,30,12,10,0.460135232
Karnataka,Yadgir,2021,89,284,44,12,7,0.475044665
Karnataka,Yadgir,2022,85,233,40,10,8,0.464105376
Karnataka,Yadgir,2023,76,224,22,12,17,0.461704499
Kerala,Alappuzha,2020,226,558,78,2,14,0.501106136
Kerala,Alappuzha,2021,236,745,63,1,13,0.489152158
Kerala,Alappuzha,2022,258,761,77,2,41,0.532144493
Kerala,Alappuzha,2023,383,1007,109,5,148,0.60488013
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Crime Branch,2020,20,23,0,0,2,0.170797721
Kerala,Crime Branch,2021,1,3,0,0,3,0.077311834
Kerala,Crime Branch,2022,0,0,0,0,0,0
Kerala,Crime Branch,2023,0,0,0,0,0,0
Kerala,Ernakulam Commr,2020,126,403,19,2,62,0.466367042
Kerala,Ernakulam Commr,2021,138,531,13,2,62,0.463942677
Kerala,Ernakulam Commr,2022,206,754,22,5,96,0.526020354
Kerala,Ernakulam Commr,2023,230,783,43,3,112,0.540930967
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Ernakulam Rural,2020,180,591,63,6,16,0.517437903
Kerala,Ernakulam Rural,2021,229,846,66,3,18,0.519056821
Kerala,Ernakulam Rural,2022,306,1130,88,3,24,0.547190602
Kerala,Ernakulam Rural,2023,428,1341,123,10,188,0.640297031
Kerala,Idukki,2020,224,450,36,13,8,0.506822039
Kerala,Idukki,2021,286,546,39,12,12,0.525052342
Kerala,Idukki,2022,266,566,61,26,27,0.574433789
Kerala,Idukki,2023,230,519,62,21,78,0.584634606
Kerala,Kannur,2020,201,529,21,7,22,0.494835012
Kerala,Kannur,2021,,,,,,
Kerala,Kannur,2022,,,,,,
Kerala,Kannur,2023,,,,,,
Kerala,Kannur City,2020,,,,,,
Kerala,Kannur City,2021,115,418,12,2,25,0.433602716
Kerala,Kannur City,2022,132,370,10,2,14,0.417817373
Kerala,Kannur City,2023,132,445,8,2,119,0.458399616
Kerala,Kannur Rural,2020,,,,,,
Kerala,Kannur Rural,2021,122,333,8,19,3,0.435230092
Kerala,Kannur Rural,2022,141,341,7,5,1,0.386649976
Kerala,Kannur Rural,2023,142,344,10,15,19,0.472336852
Kerala,Kasaragod,2020,225,392,22,14,9,0.493309861
Kerala,Kasaragod,2021,216,524,12,7,31,0.486968903
Kerala,Kasaragod,2022,215,415,13,17,17,0.495528117
Kerala,Kasaragod,2023,265,422,10,15,67,0.51743229
Kerala,Kollam Commr,2020,144,493,41,1,9,0.447684915
Kerala,Kollam Commr,2021,151,635,44,0,29,0.459154533
Kerala,Kollam Commr,2022,203,809,53,0,12,0.460494957
Kerala,Kollam Commr,2023,165,707,42,0,63,0.477897347
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Kollam Rural,2020,189,598,53,0,20,0.461626912
Kerala,Kollam Rural,2021,261,775,70,2,29,0.523072705
Kerala,Kollam Rural,2022,249,764,83,2,45,0.535497511
Kerala,Kollam Rural,2023,269,740,66,1,94,0.532808032
Kerala,Kottayam,2020,182,388,11,3,20,0.444711753
Kerala,Kottayam,2021,214,569,49,6,7,0.497828393
Kerala,Kottayam,2022,251,675,66,6,24,0.537983206
Kerala,Kottayam,2023,315,848,68,12,205,0.61079774
Kerala,Kozhikode Commr,2020,137,394,20,0,12,0.405298261
Kerala,Kozhikode Commr,2021,162,632,31,1,37,0.475212074
Kerala,Kozhikode Commr,2022,265,759,27,3,45,0.511432121
Kerala,Kozhikode Commr,2023,250,627,30,2,114,0.5191593
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Kozhikode Rural,2020,174,646,44,6,12,0.502317153
Kerala,Kozhikode Rural,2021,208,795,46,2,13,0.489773008
Kerala,Kozhikode Rural,2022,301,911,53,8,28,0.553016555
Kerala,Kozhikode Rural,2023,276,864,55,5,106,0.565736704
Kerala,Malappuram,2020,464,1125,103,6,34,0.585273328
Kerala,Malappuram,2021,559,1354,77,6,68,0.599161839
Kerala,Malappuram,2022,621,1379,66,13,53,0.612578682
Kerala,Malappuram,2023,638,1379,64,13,184,0.637503284
Kerala,Palakkad,2020,278,566,81,19,20,0.569543202
Kerala,Palakkad,2021,309,852,76,20,36,0.59257836
Kerala,Palakkad,2022,345,843,86,33,78,0.628292111
Kerala,Palakkad,2023,417,995,112,18,208,0.647856852
Kerala,Pathanamthitta,2020,143,399,30,4,9,0.459885503
Kerala,Pathanamthitta,2021,171,514,52,5,6,0.484563658
Kerala,Pathanamthitta,2022,261,591,53,2,31,0.509773689
Kerala,Pathanamthitta,2023,221,610,53,4,149,0.552790745
Kerala,Railways,2020,5,16,0,0,0,0.109354727
Kerala,Railways,2021,7,51,2,1,1,0.21015773
Kerala,Railways,2022,17,73,1,0,1,0.205799818
Kerala,Railways,2023,13,82,1,0,0,0.188018491
Kerala,Thrissur Commr,2020,193,463,55,1,14,0.470611262
Kerala,Thrissur Commr,2021,193,690,51,3,51,0.5229703
Kerala,Thrissur Commr,2022,,,,,,
Kerala,Thrissur Commr,2023,310,860,33,1,434,0.550012384
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Thrissur Rural,2020,162,476,64,3,7,0.478735091
Kerala,Thrissur Rural,2021,211,696,74,1,18,0.495955512
Kerala,Thrissur Rural,2022,296,748,49,3,28,0.522227977
Kerala,Thrissur Rural,2023,240,689,58,2,92,0.535758065
Kerala,Trivandrum Commr,2020,165,395,17,1,107,0.468587242
Kerala,Trivandrum Commr,2021,144,508,44,0,91,0.475803237
Kerala,Trivandrum Commr,2022,223,591,40,1,93,0.507710622
Kerala,Trivandrum Commr,2023,194,760,51,1,584,0.554734632
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Kerala,Trivandrum Rural,2020,338,903,70,4,20,0.540465839
Kerala,Trivandrum Rural,2021,418,1071,102,8,67,0.602133787
Kerala,Trivandrum Rural,2022,575,1342,117,6,29,0.595351607
Kerala,Trivandrum Rural,2023,538,1394,108,10,183,0.64233157
Kerala,Wayanad,2020,165,331,18,38,9,0.503601707
Kerala,Wayanad,2021,185,451,17,32,6,0.499693834
Kerala,Wayanad,2022,228,569,15,35,40,0.545222947
Kerala,Wayanad,2023,247,609,22,45,148,0.59341231
Ladakh,Kargil,2020,0,3,0,0,1,0.045942914
Ladakh,Kargil,2021,1,5,0,0,5,0.094896208
Ladakh,Kargil,2022,5,7,0,0,3,0.120440304
Ladakh,Kargil,2023,2,5,0,0,1,0.082479664
Ladakh,Leh,2020,2,6,0,0,0,0.071833295
Ladakh,Leh,2021,0,13,0,0,0,0.060469284
Ladakh,Leh,2022,3,8,0,0,0,0.084726404
Ladakh,Leh,2023,5,15,0,0,0,0.107965622
Lakshadweep,Lakshadweep,2020,9,15,0,1,3,0.169074554
Lakshadweep,Lakshadweep,2021,17,9,0,0,1,0.138621025
Lakshadweep,Lakshadweep,2022,11,16,0,0,1,0.140723647
Lakshadweep,Lakshadweep,2023,11,23,0,0,1,0.14862505
Madhya Pradesh,Agar,2020,85,168,102,7,1,0.444986971
Madhya Pradesh,Agar,2021,91,200,107,9,0,0.444377656
Madhya Pradesh,Agar,2022,250,174,26,2,0,0.388574412
Madhya Pradesh,Agar,2023,60,176,119,8,0,0.431460949
Madhya Pradesh,Alirajpur,2020,158,202,1,7,0,0.329022647
Madhya Pradesh,Alirajpur,2021,195,225,0,12,0,0.329419088
Madhya Pradesh,Alirajpur,2022,108,168,1,9,0,0.321924226
Madhya Pradesh,Alirajpur,2023,158,235,2,9,1,0.365588281
Madhya Pradesh,Anuppur,2020,209,339,43,78,20,0.571434599
Madhya Pradesh,Anuppur,2021,230,357,42,91,7,0.558946322
Madhya Pradesh,Anuppur,2022,299,388,56,82,8,0.575426266
Madhya Pradesh,Anuppur,2023,263,363,36,60,18,0.56380458
Madhya Pradesh,Ashok Nagar,2020,235,373,162,59,0,0.546543058
Madhya Pradesh,Ashok Nagar,2021,244,401,132,52,0,0.539275394
Madhya Pradesh,Ashok Nagar,2022,215,419,146,37,0,0.530593035
Madhya Pradesh,Ashok Nagar,2023,226,323,131,28,0,0.514737004
Madhya Pradesh,Balaghat,2020,338,685,102,99,18,0.630336742
Madhya Pradesh,Balaghat,2021,363,829,94,93,0,0.571958948
Madhya Pradesh,Balaghat,2022,347,575,77,93,4,0.589330764
Madhya Pradesh,Balaghat,2023,356,488,57,59,5,0.56782166
Madhya Pradesh,Barwani,2020,212,322,29,28,1,0.481697606
Madhya Pradesh,Barwani,2021,234,340,26,64,0,0.491343659
Madhya Pradesh,Barwani,2022,205,469,35,68,0,0.506007161
Madhya Pradesh,Barwani,2023,268,458,22,57,0,0.493271006
Madhya Pradesh,Betul,2020,279,468,88,87,1,0.56263362
Madhya Pradesh,Betul,2021,207,304,69,44,14,0.559799577
Madhya Pradesh,Betul,2022,267,394,76,60,2,0.550834247
Madhya Pradesh,Betul,2023,314,513,97,81,12,0.606858785
Madhya Pradesh,Bhind,2020,197,362,303,0,0,0.442044961
Madhya Pradesh,Bhind,2021,183,457,220,0,12,0.488212352
Madhya Pradesh,Bhind,2022,163,339,240,0,13,0.482712595
Madhya Pradesh,Bhind,2023,245,385,225,0,0,0.439717015
Madhya Pradesh,Bhopal,2020,1015,1306,123,3,10,0.573592249
Madhya Pradesh,Bhopal,2021,872,1928,48,6,6,0.557162615
Madhya Pradesh,Bhopal,2022,,,,,,
Madhya Pradesh,Bhopal,2023,,,,,,
Madhya Pradesh,Bhopal Commissionarate,2020,,,,,,
Madhya Pradesh,Bhopal Commissionarate,2021,,,,,,
Madhya Pradesh,Bhopal Commissionarate,2022,996,1987,119,19,110,0.675642027
Madhya Pradesh,Bhopal Commissionarate,2023,1188,1886,104,13,75,0.65662557
Madhya Pradesh,Bhopal Railway,2020,11,14,0,0,0,0.123677301
Madhya Pradesh,Bhopal Railway,2021,9,13,1,0,0,0.138893224
Madhya Pradesh,Bhopal Railway,2022,14,33,0,0,0,0.147961513
Madhya Pradesh,Bhopal Railway,2023,14,40,0,0,0,0.152251132
Madhya Pradesh,Bhopal Rural,2020,,,,,,
Madhya Pradesh,Bhopal Rural,2021,,,,,,
Madhya Pradesh,Bhopal Rural,2022,138,230,83,6,2,0.462208611
Madhya Pradesh,Bhopal Rural,2023,152,215,102,11,5,0.499117063
Madhya Pradesh,Burhanpur,2020,124,187,29,21,6,0.473699893
Madhya Pradesh,Burhanpur,2021,166,306,29,22,14,0.508998567
Madhya Pradesh,Burhanpur,2022,156,341,23,17,9,0.487681909
Madhya Pradesh,Burhanpur,2023,143,326,38,20,0,0.456809503
Madhya Pradesh,Chhatarpur,2020,440,561,339,31,5,0.612429198
Madhya Pradesh,Chhatarpur,2021,375,569,309,29,11,0.618265948
